0
5,em,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,vs,dn,dn,dn,dn,dn,l,dn,dn
5,dn,dn,dn,dn,dn,ml,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,vl,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,lml,dn,dn,vs,dn,mlms,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,mll,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,eml,dn,dn
5,dn,dn,dn,dn,dn,el,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,el,dn,dn,dn,dn,dn,dn
1
0,em,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
3,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,ml,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,vl,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,eml,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,mll,dn,dn
5,dn,dn,dn,dn,dn,lml,dn,dn,vs,dn,mlms,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,vml,dn,dn
5,dn,dn,dn,dn,ll,dn,dn,dn,dn,eml,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,vs,dn,mlms,dn
5,dn,dn,dn,dn,dn,ml,dn,dn,dn,dn,dn,dn
5,dn,dn,mls,dn,l,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,vl,dn,dn,dn,dn,dn,dn
5,el,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,vs,dn,mlms,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,mll,dn,dn
5,dn,dn,dn,vs,dn,dn,dn,dn,dn,l,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,s,mll,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,ll,dn,dn
2
0,em,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
3,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,ml,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,vl,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,vml,dn,dn
5,dn,dn,mls,dn,l,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,ll,dn,dn
5,dn,dn,dn,dn,dn,lml,dn,dn,vs,dn,mlms,dn
0,em,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,s,dn,ll,dn,dn,dn,dn,eml,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,ll,dn,dn
0,em,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,ml,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,mll,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,vl,dn,dn,dn,dn,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
3,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,ll,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,es,dn,dn,dn,dn,dn,dn,dn,eml,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,s,mll,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,vs,dn,mlms,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,l,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,eml,dn,dn
5,dn,dn,mls,dn,l,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,ml,dn,dn,dn,dn,dn,dn
5,ll,dn,dn,dn,dn,dn,dn,dn,s,mll,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,l,dn,vms,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,ll,dn,dn
5,dn,dn,dn,dn,dn,vl,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,ml,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,vl,dn,dn,dn,dn,dn,dn
3,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,vs,dn,dn,dn,dn,dn,l,dn,dn
5,dn,es,dn,dn,dn,vl,dn,dn,dn,dn,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,vml,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,vml,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,eml,dn,dn
5,dn,dn,dn,dn,ll,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,lml,dn,dn,vs,dn,mlms,dn
5,el,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,ml,dn,dn,dn,dn,dn,dn
3
0,em,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
0,em,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
3,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
3,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,ml,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,vl,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,vml,dn,dn
5,dn,dn,mls,dn,l,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,ll,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,lml,dn,dn,vs,dn,mlms,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,l,dn,dn
5,dn,dn,dn,dn,dn,ml,dn,dn,dn,dn,dn,dn
0,em,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
0,em,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,s,dn,dn,dn,dn,dn,dn,eml,dn,dn
3,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,ll,dn,dn
5,dn,dn,dn,dn,l,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,vs,dn,mlms,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,ll,dn,dn
5,ll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,vl,dn,dn,dn,dn,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,vml,dn,dn
5,dn,dn,dn,dn,dn,vl,dn,dn,dn,dn,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,ll,dn,dn
5,dn,es,dn,dn,dn,dn,dn,dn,dn,eml,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,mlms,dn,dn,mll,dn,dn
5,l,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,mll,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,ls,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,vml,dn,dn
5,dn,dn,mls,dn,l,dn,dn,dn,dn,dn,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,eml,dn,dn,dn,dn,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
0,em,dn,dn,dn,dn,dn,dn,dn,dn,dn,s,dn
5,dn,dn,dn,dn,dn,ml,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,vl,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,vl,dn,dn,dn,dn,dn,dn
5,dn,es,dn,dn,dn,dn,dn,dn,dn,eml,dn,dn
5,dn,dn,s,dn,ll,dn,dn,dn,dn,eml,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
0,em,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,vs,ll,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,el,dn,dn
0,em,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,vl,dn,dn,dn,ml,dn,dn
5,dn,dn,dn,dn,dn,vl,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,vl,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,vs,dn,mlms,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,s,mll,dn,dn
4
0,em,dn,dn,dn,dn,dn,dn,dn,dn,dn,s,dn
0,em,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
3,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
3,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,ml,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,vl,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,vml,dn,dn
5,dn,dn,mls,dn,l,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,ll,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,lml,dn,dn,vs,dn,mlms,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,ll,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,l,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,l,dn,dn
5,dn,dn,dn,dn,dn,vl,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,vl,dn,dn,dn,ml,dn,dn
5,dn,dn,dn,dn,dn,vl,dn,dn,dn,dn,dn,dn
0,em,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,ml,dn,dn,dn,dn,dn,dn
3,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,vl,dn,dn,dn,dn,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,vml,dn,dn
3,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,vs,dn,mlms,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,mll,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,vml,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,vml,dn,dn
5,dn,dn,dn,dn,dn,ml,dn,dn,dn,dn,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,vl,dn,dn,dn,dn,dn,dn
5,dn,dn,mls,dn,l,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,mls,dn,l,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,vml,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,mll,dn,dn
5,ll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
5,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
3,mll,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn,dn
0,em,dn,dn,dn,dn,dn,dn,dn,dn,dn,s,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,mll,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,vs,ll,dn,dn
5,dn,dn,dn,dn,el,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,mlms,dn,dn,mll,dn,dn
5,dn,dn,dn,dn,dn,ml,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,vl,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,eml,dn,dn,dn,dn,dn,dn
5,dn,es,dn,dn,dn,dn,dn,dn,dn,eml,dn,dn
5,dn,dn,dn,dn,dn,ml,dn,dn,dn,dn,dn,dn
5,dn,dn,dn,dn,dn,dn,dn,dn,dn,ll,dn,dn
5,dn,dn,mls,dn,l,dn,dn,dn,dn,dn,dn,dn
0,em,dn,dn,dn,mls,dn,dn,dn,dn,eml,dn,dn
5,dn,dn,mls,dn,l,dn,dn,dn,dn,dn,dn,dn
5,dn,dn,s,dn,ll,dn,dn,dn,dn,eml,dn,dn
5,dn,es,dn,dn,dn,dn,dn,dn,dn,eml,dn,dn
5,dn,dn,dn,mls,l,dn,dn,dn,dn,dn,dn,dn
5,dn,es,dn,dn,ml,dn,dn,dn,dn,eml,dn,dn
